stableID,name,abbreviation,family,concept,primaryColorHex,secondaryColorHex,assetName,filename,generationStatus,humanApproved,reviewNotes
2558D27E-5772-44D8-B37D-80260FB47E61,"Addison, AL University",ADD,framedEmblem,"a ridge escutcheon framing a blue oxbow bend curling around one violet shale knoll for Addison, AL Institute",#8BC0F9,#4B139A,TeamLogo_2558D27E577244D8B37D80260FB47E61,TeamLogo_2558D27E577244D8B37D80260FB47E61.png,approved,True,Owner approved the framedEmblem 20/32/44px light/dark specimen on 2026-08-20.
25ED4D95-A91C-4D9C-9F3F-108CCB6ED8C0,"Aldora, GA University",ALD,abstractMotion,"an original basin-pressure spiral folding into a heath-wind notch, a single abstract storm symbol for Aldora, GA Institute",#89FAA9,#123027,TeamLogo_25ED4D95A91C4D9C9F3F108CCB6ED8C0,TeamLogo_25ED4D95A91C4D9C9F3F108CCB6ED8C0.png,approved,True,Owner approved the abstractMotion 20/32/44px light/dark specimen on 2026-08-20.
25EDC7BB-3D5F-46E4-B8C0-B1B22D5D190C,"Alton, IL Technical College",ALT,animalCreature,"a bold falcon shaped by the Basin landscape of Alton, IL Normal Institute",#A3140F,#E390F3,TeamLogo_25EDC7BB3D5F46E4B8C0B1B22D5D190C,TeamLogo_25EDC7BB3D5F46E4B8C0B1B22D5D190C.png,approved,True,Owner approved the 20/32/44px light/dark specimen on 2026-08-20.
29A6A1DC-04F2-49E7-8BF6-D6793812399E,"Aldrich, MN University",ALD,regionalSymbol,"one bold waterfall plunging between two oak-crowned rocks for Aldrich, MN Institute",#549504,#141F34,TeamLogo_29A6A1DC04F249E78BF6D6793812399E,TeamLogo_29A6A1DC04F249E78BF6D6793812399E.png,approved,True,Owner approved the 20/32/44px light/dark specimen on 2026-08-20.
2B1D0B55-B441-4D58-95D3-0E4CE876BEDE,"Bamberg, SC Regional Institute",BAM,equipmentVehicle,"a self-contained ivory bucket-wheel dredging cutter head with a single curved boom, exposed drive gear, and no hull or water",#0A715F,#160349,TeamLogo_2B1D0B55B4414D5895D30E4CE876BEDE,TeamLogo_2B1D0B55B4414D5895D30E4CE876BEDE.png,approved,True,Owner approved the 20/32/44px light/dark specimen on 2026-08-20.
2DBDBC5E-18D2-417B-BC73-C6596576F72B,"Amoret, MO Maritime Institute",AMO,originalCharacter,"a rain-gutter imp, an original non-human Hollowbrook storm guardian with a hooked roofline head, raindrop eye and flared watershed silhouette",#BF2B7D,#44F35E,TeamLogo_2DBDBC5E18D2417BBC73C6596576F72B,TeamLogo_2DBDBC5E18D2417BBC73C6596576F72B.png,approved,True,Owner approved the originalCharacter 20/32/44px light/dark specimen on 2026-08-20.
2DF9A813-7923-4295-9AD9-54DBC61EC67C,"Brigantine, NJ Research University",BRI,framedEmblem,"a compass roundel framing one pale-stone wharf lantern above a low dark tidal inlet, with no ivory tusks or animals for Brigantine, NJ Maritime Institute",#6D8E0B,#610566,TeamLogo_2DF9A813792342959AD954DBC61EC67C,TeamLogo_2DF9A813792342959AD954DBC61EC67C.png,approved,True,Owner approved the framedEmblem 20/32/44px light/dark specimen on 2026-08-20.
2FDA20B5-06DE-4059-86CC-44F5E4835558,"Allentown, GA Regional Institute",ALL,abstractMotion,"an original low-tide crest slicing through a southern beacon wedge, a single abstract harbor-force symbol for South Netherby",#92F2ED,#105143,TeamLogo_2FDA20B506DE405986CC44F5E4835558,TeamLogo_2FDA20B506DE405986CC44F5E4835558.png,approved,True,Owner approved the abstractMotion 20/32/44px light/dark specimen on 2026-08-20.
30283F85-2333-4C57-9A31-DADB683D35CA,"Arapahoe, NE Cinder Harriers",ARA,animalCreature,"a bold copper fox shaped by the Basin landscape of Arapahoe, NE Cinder Harriers",#3C110B,#79ECDE,TeamLogo_30283F8523334C579A31DADB683D35CA,TeamLogo_30283F8523334C579A31DADB683D35CA.png,approved,True,Owner approved the 20/32/44px light/dark specimen on 2026-08-20.
306B310F-484F-48B9-8FC0-4F76DCE0F51F,"Apple Valley, UT University",APP,regionalSymbol,"a single terraced bowl basin with a steep fair-bank rim for Apple Valley, UT Institute",#4B205B,#E2A4EA,TeamLogo_306B310F484F48B98FC04F76DCE0F51F,TeamLogo_306B310F484F48B98FC04F76DCE0F51F.png,approved,True,Owner approved the 20/32/44px light/dark specimen on 2026-08-20.
336989D4-A28D-41B4-902A-2A2EF0164C0D,"Burns, WY City College",BUR,equipmentVehicle,"a heavy arched iron gate key with a circular bow, stepped bit, and masonry-style teeth",#D7AC14,#6D3709,TeamLogo_336989D4A28D41B4902A2A2EF0164C0D,TeamLogo_336989D4A28D41B4902A2A2EF0164C0D.png,approved,True,Owner approved the 20/32/44px light/dark specimen on 2026-08-20.
33D771AF-7E1C-4C4C-BD96-1BC8AEA568EC,"Big Timber, MT Institute of Technology",BIG,originalCharacter,"a millstone wisp, an original non-human Blackmere guardian with a circular grindstone head, two waterwheel ears and a tapered wake-shaped body",#76128C,#B19BE8,TeamLogo_33D771AF7E1C4C4CBD961BC8AEA568EC,TeamLogo_33D771AF7E1C4C4CBD961BC8AEA568EC.png,approved,True,Owner approved the originalCharacter 20/32/44px light/dark specimen on 2026-08-20.
343AE8DE-59CC-4017-96B2-46AE69E744BE,"Barnesville, MD Polytechnic University",BAR,framedEmblem,"a pennant crest framing two narrow red sandstone headlands pinching a single blue channel for Barnesville, MD Research Institute",#66CAE1,#1F21AD,TeamLogo_343AE8DE59CC401796B246AE69E744BE,TeamLogo_343AE8DE59CC401796B246AE69E744BE.png,approved,True,Owner approved the framedEmblem 20/32/44px light/dark specimen on 2026-08-20.
34CD7F48-9490-4F32-B21A-97F2E351FACD,"Ackley, IA Polytechnic Institute",ACK,abstractMotion,"an original ash-spark chevron erupting from a spring fissure, a single abstract heat-force symbol for South Ashen",#8CA324,#2F1A6B,TeamLogo_34CD7F4894904F32B21A97F2E351FACD,TeamLogo_34CD7F4894904F32B21A97F2E351FACD.png,approved,True,Owner approved the abstractMotion 20/32/44px light/dark specimen on 2026-08-20.
34D637F4-069E-4AFF-9A76-DCE65F6FE606,"Camden, DE Maritime Institute",CAM,animalCreature,"a bold black bear shaped by the Falls landscape of Camden, DE Research Institute",#7E1075,#DD7BE0,TeamLogo_34D637F4069E4AFF9A76DCE65F6FE606,TeamLogo_34D637F4069E4AFF9A76DCE65F6FE606.png,approved,True,Owner approved the 20/32/44px light/dark specimen on 2026-08-20.
35A88873-B49C-4A9C-B99A-47F75AD6D35F,"Akhiok, AK Maritime Institute",AKH,regionalSymbol,"a squat dockside lighthouse on one low breakwater for Akhiok, AK Research Institute",#CCF113,#C221D4,TeamLogo_35A88873B49C4A9CB99A47F75AD6D35F,TeamLogo_35A88873B49C4A9CB99A47F75AD6D35F.png,approved,True,Owner approved the 20/32/44px light/dark specimen on 2026-08-20.
382E7342-881F-4EF2-9D3A-47F0A984658D,"Chester, PA Maritime College",CHE,equipmentVehicle,a compact moorland wind-pump with four broad vanes and a narrow tapered tower,#18E2A9,#2F2272,TeamLogo_382E7342881F4EF29D3A47F0A984658D,TeamLogo_382E7342881F4EF29D3A47F0A984658D.png,approved,True,Owner approved the 20/32/44px light/dark specimen on 2026-08-20.
39981599-6A7A-4926-AF49-340208D9057A,"Aberdeen, ID Cinder Stalkers",ABE,originalCharacter,"a cinder-moth gatekeeper, an original non-human Ashen Gate guardian with four angular ash wings folded into one bold flame-shaped silhouette",#13400C,#D19B3D,TeamLogo_399815996A7A4926AF49340208D9057A,TeamLogo_399815996A7A4926AF49340208D9057A.png,approved,True,Owner approved the originalCharacter 20/32/44px light/dark specimen on 2026-08-20.
3CA5936B-E1F4-4851-995B-3879C39DE729,"Amherst Town, MA Research University",AMH,framedEmblem,"a cut-corner shield framing a bright spring basin with three simple ripple rings and one tall reed for Amherst Town, MA Maritime Institute",#601532,#3FE45D,TeamLogo_3CA5936BE1F44851995B3879C39DE729,TeamLogo_3CA5936BE1F44851995B3879C39DE729.png,approved,True,Owner approved the framedEmblem 20/32/44px light/dark specimen on 2026-08-20. Regenerated on 2026-08-20 after average-hash near-duplicate review; visually reviewed at 20pt on light/dark backgrounds with a distinct asymmetrical cut-corner spring-ring silhouette.
3CC89B98-DB12-4AF5-924F-434FF612C1E7,"Bisbee, AZ Polytechnic Institute",BIS,abstractMotion,"an original updraft zigzag folding around a wind-cut blue void, a single abstract speed symbol for Kestrel",#A6EA61,#2277D8,TeamLogo_3CC89B98DB124AF5924F434FF612C1E7,TeamLogo_3CC89B98DB124AF5924F434FF612C1E7.png,approved,True,Owner approved the abstractMotion 20/32/44px light/dark specimen on 2026-08-20.
3D177C44-C4CB-4FED-BD0E-FA4B5B8F71D6,"Bullhead City, AZ University",BUL,animalCreature,"a bold mountain ram shaped by the Quarry landscape of Bullhead City, AZ Institute",#9BCBED,#3B0E44,TeamLogo_3D177C44C4CB4FEDBD0EFA4B5B8F71D6,TeamLogo_3D177C44C4CB4FEDBD0EFA4B5B8F71D6.png,approved,True,Owner approved the 20/32/44px light/dark specimen on 2026-08-20.
3E7B8999-7AE8-46D6-91FA-65C4712CBD1C,"Andrews, NC Agricultural University",AND,regionalSymbol,"one monumental east-facing stone gate with a heavy keystone for Andrews, NC Normal Institute",#3F1F8E,#BD90F9,TeamLogo_3E7B89997AE846D691FA65C4712CBD1C,TeamLogo_3E7B89997AE846D691FA65C4712CBD1C.png,approved,True,Owner approved the 20/32/44px light/dark specimen on 2026-08-20.
3FCE33B8-F5C5-4D74-BB41-FB29886AD0C6,"Arcadia Lakes, SC City College",ARC,equipmentVehicle,"a stout coastal tide-gauge tower with a broad roof, ladder rungs, and a round gauge face",#F59F84,#4D117E,TeamLogo_3FCE33B8F5C54D74BB41FB29886AD0C6,TeamLogo_3FCE33B8F5C54D74BB41FB29886AD0C6.png,approved,True,Owner approved the 20/32/44px light/dark specimen on 2026-08-20.
4025813E-0EF7-4FBA-A821-87DB4A5D967F,"Alamosa, CO University",ALA,originalCharacter,"a cairn-headed basin guardian, an original non-human Gallow sentinel with a stacked-stone brow, circular wind eye and a squat bowl-shaped silhouette",#6BA92D,#071564,TeamLogo_4025813E0EF74FBAA82187DB4A5D967F,TeamLogo_4025813E0EF74FBAA82187DB4A5D967F.png,approved,True,Owner approved the originalCharacter 20/32/44px light/dark specimen on 2026-08-20.
4135CA8D-38DC-4CDE-AC7C-F4951BC6E52E,"Baker, MT University",BAK,framedEmblem,"a ridge escutcheon framing an iron-banded ridgeline with one exposed cyan mineral seam for Baker, MT Institute",#6B1E60,#41E6D0,TeamLogo_4135CA8D38DC4CDEAC7CF4951BC6E52E,TeamLogo_4135CA8D38DC4CDEAC7CF4951BC6E52E.png,approved,True,Owner approved the framedEmblem 20/32/44px light/dark specimen on 2026-08-20.
41BE1B2F-CD4B-4DEF-AE03-9AB87B565BD6,"Airway Heights, WA Slate Sentinels",AIR,abstractMotion,"an original slate current hook driving into a deep-water landing gap, a single abstract motion symbol for Gallow Landing",#3A7498,#0C0A7F,TeamLogo_41BE1B2FCD4B4DEFAE039AB87B565BD6,TeamLogo_41BE1B2FCD4B4DEFAE039AB87B565BD6.png,approved,True,Owner approved the abstractMotion 20/32/44px light/dark specimen on 2026-08-20.
46D018BB-3BD9-422A-91A9-1971012E8834,"Alma, CO University",ALM,animalCreature,"a bold silver kestrel shaped by the Kestrel landscape of Alma, CO Institute",#90C534,#4E370E,TeamLogo_46D018BB3BD9422A91A91971012E8834,TeamLogo_46D018BB3BD9422A91A91971012E8834.png,approved,True,Owner approved the 20/32/44px light/dark specimen on 2026-08-20.
48C82AEC-D991-4D9B-9420-1CF73B52E9C5,"Henderson, NV Cinder Wayfarers",HEN,regionalSymbol,"a charcoal cinder cairn of three heavy stones on open heath for Henderson, NV Cinder Wayfarers",#6D0866,#797FD2,TeamLogo_48C82AECD9914D9B94201CF73B52E9C5,TeamLogo_48C82AECD9914D9B94201CF73B52E9C5.png,approved,True,Owner approved the 20/32/44px light/dark specimen on 2026-08-20.
4C6A9A21-414A-4D5E-9DE2-91DD4198640B,"Albion, IA State College",ALB,equipmentVehicle,"a low-profile cavern mine locomotive with a rounded boiler, tall smokestack, and three large wheels",#4EC6A8,#0B0A47,TeamLogo_4C6A9A21414A4D5E9DE291DD4198640B,TeamLogo_4C6A9A21414A4D5E9DE291DD4198640B.png,approved,True,Owner approved the 20/32/44px light/dark specimen on 2026-08-20.
4CACCDE7-340F-4E4F-8869-031E960CD31E,"Albion, IN Copper Wardens",ALB,originalCharacter,"a copper-heath scare spirit, an original non-human warden with jagged moor-grass shoulders, a hammered-mask face and a forked thunder crest",#0E3531,#CE11DF,TeamLogo_4CACCDE7340F4E4F8869031E960CD31E,TeamLogo_4CACCDE7340F4E4F8869031E960CD31E.png,approved,True,Owner approved the originalCharacter 20/32/44px light/dark specimen on 2026-08-20.
4D2BD12B-F3B7-46FE-8863-CD6973A66EB1,"Bloomfield, NM State University",BLO,framedEmblem,"a compass roundel framing two layered ridge spurs centered on one squat survey cairn for Bloomfield, NM Technical Institute",#72DFC5,#1A4210,TeamLogo_4D2BD12BF3B746FE8863CD6973A66EB1,TeamLogo_4D2BD12BF3B746FE8863CD6973A66EB1.png,approved,True,Owner approved the framedEmblem 20/32/44px light/dark specimen on 2026-08-20.
4D74C029-1A74-48D9-BF51-CAEDFCCBEFA0,"Allardt, TN Regional Institute",ALL,abstractMotion,"an original pair of tidal bands colliding at a Wexford quay notch, a single abstract harbor-force symbol",#AEE0CD,#4A1C3A,TeamLogo_4D74C0291A7448D9BF51CAEDFCCBEFA0,TeamLogo_4D74C0291A7448D9BF51CAEDFCCBEFA0.png,approved,True,Owner approved the abstractMotion 20/32/44px light/dark specimen on 2026-08-20.
4F7B6674-10DE-4890-87A9-7ECA11DDFBC3,"Ambia, IN University",AMB,animalCreature,"a bold copper fox shaped by the Hollow landscape of Ambia, IN Institute",#87EE9B,#205064,TeamLogo_4F7B667410DE489087A97ECA11DDFBC3,TeamLogo_4F7B667410DE489087A97ECA11DDFBC3.png,approved,True,Owner approved the 20/32/44px light/dark specimen on 2026-08-20.
5318644D-EB7C-4601-94AB-8E44598540FF,"Beaver Falls, PA Technical University",BEA,regionalSymbol,"a tall square watermill tower with one oversized waterwheel for Beaver Falls, PA Regional Institute",#DB8C3D,#391BB1,TeamLogo_5318644DEB7C460194AB8E44598540FF,TeamLogo_5318644DEB7C460194AB8E44598540FF.png,approved,True,Owner approved the 20/32/44px light/dark specimen on 2026-08-20.
5413AE68-6009-4F80-9CAA-AF6859C4171F,"Bayard, WV University",BAY,equipmentVehicle,a portcullis winch drum with two crossed handles and a short hanging chain,#CBDE87,#2B5173,TeamLogo_5413AE6860094F809CAAAF6859C4171F,TeamLogo_5413AE6860094F809CAAAF6859C4171F.png,approved,True,Owner approved the 20/32/44px light/dark specimen on 2026-08-20.
545D878F-D881-45B0-A7C2-F1AC3B3E018E,"Astoria, OR Research University",AST,originalCharacter,"a lantern-mill sentinel, an original non-human Fairbank guardian with a glowing porthole face, capstan ears and a flared paddle-wheel silhouette",#7AA1F0,#3B0C2B,TeamLogo_545D878FD88145B0A7C2F1AC3B3E018E,TeamLogo_545D878FD88145B0A7C2F1AC3B3E018E.png,approved,True,Owner approved the originalCharacter 20/32/44px light/dark specimen on 2026-08-20.
57E1B055-AFBA-4F86-931D-51D9B1769E46,"Algona, WA Maritime College",ALG,framedEmblem,"a pennant crest framing three short harbor breakwater posts surrounding one tide beacon for Algona, WA Agricultural Institute",#F39090,#6B2A05,TeamLogo_57E1B055AFBA4F86931D51D9B1769E46,TeamLogo_57E1B055AFBA4F86931D51D9B1769E46.png,approved,True,Owner approved the framedEmblem 20/32/44px light/dark specimen on 2026-08-20.
5C4CE91F-969D-4A74-8E1A-7E672C9631AB,"Arlington, TN Normal University",ARL,abstractMotion,"an original heat-draft spear pushing through an ivory-heath wind halo, a single abstract energy symbol",#0D4A3B,#C3A4E0,TeamLogo_5C4CE91F969D4A748E1A7E672C9631AB,TeamLogo_5C4CE91F969D4A748E1A7E672C9631AB.png,approved,True,Owner approved the abstractMotion 20/32/44px light/dark specimen on 2026-08-20.
5E8574FC-01C2-4A46-86F9-6B7D135139C5,"Ashley, IL Polytechnic Institute",ASH,animalCreature,"a bold black bear shaped by the Hollow landscape of Ashley, IL City College",#4A6E0D,#F1AD41,TeamLogo_5E8574FC01C24A4686F96B7D135139C5,TeamLogo_5E8574FC01C24A4686F96B7D135139C5.png,approved,True,Owner approved the 20/32/44px light/dark specimen on 2026-08-20.
5E9D2C1C-55DD-44DD-8EDA-81B10532E0B0,"Arcola, IL Slate Foresters",ARC,regionalSymbol,"a stack of sharp slate tors rising from bare heath for Arcola, IL Slate Foresters",#70EBAD,#0B4736,TeamLogo_5E9D2C1C55DD44DD8EDA81B10532E0B0,TeamLogo_5E9D2C1C55DD44DD8EDA81B10532E0B0.png,approved,True,Owner approved the 20/32/44px light/dark specimen on 2026-08-20.
5EB19F56-8781-43B2-9200-BB201482D59D,"Akaska, SD Technical College",AKA,equipmentVehicle,"a ridge snowplow locomotive with a wedge-shaped plow, compact cab, and two broad wheels",#5F7A1F,#88E78B,TeamLogo_5EB19F56878143B29200BB201482D59D,TeamLogo_5EB19F56878143B29200BB201482D59D.png,approved,True,Owner approved the 20/32/44px light/dark specimen on 2026-08-20.
5EBFD556-3D16-4AD8-B0A9-6D19F8E15FCC,"Bath (Berkeley Springs), WV A&M University",BAT,originalCharacter,"a juniper-plume cliff sprite, an original non-human bluff guardian with layered needle fronds, hooked rock brow and wind-swept silhouette",#97D590,#612F8E,TeamLogo_5EBFD5563D164AD8B0A96D19F8E15FCC,TeamLogo_5EBFD5563D164AD8B0A96D19F8E15FCC.png,approved,True,Owner approved the originalCharacter 20/32/44px light/dark specimen on 2026-08-20.
5ECE4678-DCAA-4412-981D-396E9EFACE56,"Anacortes, WA Technical College",ANA,framedEmblem,"a cut-corner shield framing one stone footbridge arch crossing a narrow forked stream for Anacortes, WA Normal Institute",#081A45,#DF96D0,TeamLogo_5ECE4678DCAA4412981D396E9EFACE56,TeamLogo_5ECE4678DCAA4412981D396E9EFACE56.png,approved,True,Owner approved the framedEmblem 20/32/44px light/dark specimen on 2026-08-20.
5F09D018-DCA9-41F7-8ACD-040A07230254,"Asheboro, NC Regional College",ASH,abstractMotion,"an original crossing wind-lance sweeping beneath an oak-canopy gap, a single abstract motion symbol for Oakhaven",#7124D6,#6CE166,TeamLogo_5F09D018DCA941F78ACD040A07230254,TeamLogo_5F09D018DCA941F78ACD040A07230254.png,approved,True,Owner approved the abstractMotion 20/32/44px light/dark specimen on 2026-08-20.
